text,category
"Cracker Barrel Chicken n Dumplins Ref#89973",Food & Dining
"Verizon Fios Fios TV Ultimate HD Channel Package Digital Home Phone Line Ref#40858",Telecommunications & Internet
"Quill Logitech Wired USB Keyboard Black Qty: 90640",Office Supplies & Equipment
"AT&T Fiber Static IP Address Block Monthly Gigabit Fiber Internet Monthly Bill Wi-Fi Gateway Equipment Rental Fee ₹15669,000",Telecommunications & Internet
"Deloitte Financial Audit Accounting Services Ref#92971",Professional & Legal Services
"Allstate Insurance Commercial Liability Insurance Policy Property Casualty Insurance Premium ₹87649,000",Insurance & Financial Fees
"Eventbrite Seminar Registration Fee Networking Event Ticket Admission Total: $6826.00",Entertainment & Events
"AT&T Fiber Gigabit Fiber Internet Monthly Bill Wi-Fi Gateway Equipment Rental Fee #INV-80466",Telecommunications & Internet
"Twilio SendGrid Email API Pro Store #75959",Software & Cloud Services
"PG&E Pacific Gas Electric Natural Gas Heating Distribution Meter Clean Energy Solar Power Assessment Qty: 51533",Utilities & Bills
"Whole Foods Market Wild Caught Salmon Fillet Fresh Organic Bananas Bunch Total: $65227.00",Groceries & Supermarkets
"AT&T Fiber Wi-Fi Gateway Equipment Rental Fee Static IP Address Block Monthly Gigabit Fiber Internet Monthly Bill ₹25607,000",Telecommunications & Internet
"T-Mobile Business Unlimited 5G Smartphone Lines Mobile Internet Hotspot Data Line Order #10228",Utilities & Bills
"OfficeMax Clorox Disinfecting Wipes Surface Heavy Duty Stapler with Staples Total: $42137.00",Office Supplies & Equipment
"JLL Jones Lang LaSalle Commercial Real Estate Rent Invoice Building Operating Expenses Adjustment Retail Space Lease Payment #INV-33919",Real Estate & Rent
"EY Ernst & Young Enterprise Risk Management Consulting Ref#35222",Professional & Legal Services
"Comcast Business VoIP Business Voice Lines 5 Seats Business Internet 1 Gig Line Store #38347",Telecommunications & Internet
"Coursera Coursera for Business User License Specialization Monthly Subscription Ref#18549",Education & Subscriptions
"Comcast Business Static IP Address Subnet Txn ID: 48333",Telecommunications & Internet
"State Farm Insurance Personal Umbrella Policy Premium Homeowners Policy Premium Invoice Order #95906",Insurance & Financial Fees
"Clio Trust Accounting Compliance #INV-99136",Professional & Legal Services
"Office Depot High Yield Ink Cartridge Black Perforated Writing Pads Legal Txn ID: 49971",Office Supplies & Equipment
"Regal Cinemas Nachos Candy Concession Deal Standard Movie Ticket Admission Receipt #50460",Entertainment & Events
"Amazon Basics Wireless Ergonomic Mouse 2.4GHz Standard Paper Clips Zinc Coated 1000 Printer Paper 5000 Sheets Box Receipt #40438",Office Supplies & Equipment
"Hulu Live TV Bundle Disney+ ESPN+ Addon Premium Channel Access No Ads Streaming Subscription Total: $84951.00",Entertainment & Events
"Best Buy High Speed HDMI 2.1 Cable 6ft Dell 27 Inch 4K UHD Monitor Anker 65W USB-C Charger Adapter Ref#93680",Office Supplies & Equipment
"HubSpot CMS Hub Web Hosting Tools Marketing Hub Professional Tier Qty: 46269",Marketing & Advertising
"Whole Foods Market Fresh Organic Bananas Bunch Extra Virgin Olive Oil Bottle Artisanal Sourdough Bread Order #55528",Groceries & Supermarkets
"Waste Management WM Commercial Trash Dumpster Rental Collection Order #25043",Utilities & Bills
"Amazon Basics Printer Paper 5000 Sheets Box Adjustable Monitor Stand Riser Mesh Standard Paper Clips Zinc Coated 1000 Qty: 60947",Office Supplies & Equipment
"Discount Tire Michelin Defender All-Season Tire 4 Pack Tire Mounting Balancing Disposal Tire Pressure Sensor TPMS Replacement Total: $95947.00",Maintenance & Repairs
"Disney+ Annual Premium Streaming Subscription ₹80345,000",Entertainment & Events
"State Farm Insurance Auto Insurance Liability Policy Homeowners Policy Premium Invoice Personal Umbrella Policy Premium Receipt #13189",Insurance & Financial Fees
"Google Workspace Enterprise Workspace Seats Txn ID: 11801",Software & Cloud Services
"Jiffy Lube Signature Service Synthetic Oil Change Txn ID: 40813",Maintenance & Repairs
"Walgreens Nature Made Multivitamin Softgels Omron Upper Arm Blood Pressure Monitor Order #3695",Healthcare & Pharmacy
"Wall Street Journal WSJ Print Weekend Newspaper Delivery Subscription Digital News Unlimited Access Store #63376",Education & Subscriptions
"Consolidated Water Commercial Fresh Water Supply Consumption Sewer Service Treatment Discharge Receipt #59591",Utilities & Bills
"Lowes Craftsman Socket Wrench Tool Set Pipe Wrench Adjustable Plumbing LED Recessed Ceiling Lights 6 Pack Total: $55282.00",Maintenance & Repairs
"Jiffy Lube Signature Service Synthetic Oil Change Windshield Wiper Blade Pair Install Serpentine Belt Inspection Replacement Store #3849",Maintenance & Repairs
"Eventbrite Seminar Registration Fee Professional Workshop Conference Pass Order #25708",Entertainment & Events
"AMC Theatres IMAX Cinema Ticket Pass Large Popcorn Soda Combo Meal Store #77623",Entertainment & Events
"Harvard Business Review Executive Leadership Magazine Case Study PDF Download License HBR Digital Subscription Annual Qty: 60229",Education & Subscriptions
"KFC Popcorn Chicken Large Coleslaw Medium ₹24615,000",Food & Dining
"Microsoft 365 SharePoint Storage Addon Ref#84874",Software & Cloud Services
"Google Ads YouTube Video Ad Impressions Total: $72905.00",Marketing & Advertising
"Semrush Site Audit Backlink Crawler Guru SEO Competitor Analytics Plan #INV-48331",Marketing & Advertising
"Pep Boys Radiator Coolant Flush Service Front Suspension Strut Replacement Order #9185",Maintenance & Repairs
"Eventbrite Professional Workshop Conference Pass Seminar Registration Fee Networking Event Ticket Admission #INV-58979",Entertainment & Events
"AT&T Fiber Wi-Fi Gateway Equipment Rental Fee Static IP Address Block Monthly Receipt #732",Telecommunications & Internet
"Spotify Premium Individual Monthly Subscription Family Plan Music Streaming Qty: 26784",Entertainment & Events
"PG&E Pacific Gas Electric Clean Energy Solar Power Assessment Total: $21386.00",Utilities & Bills
"PwC PricewaterhouseCoopers Risk Assurance Advisory Retainer Transaction Tax Structuring Services Receipt #41856",Professional & Legal Services
"AT&T Business Unlimited Mobile Wireless Line Digital Landline Phone Service Account Receipt #47481",Utilities & Bills
"JLL Jones Lang LaSalle Commercial Real Estate Rent Invoice Building Operating Expenses Adjustment Retail Space Lease Payment Total: $65540.00",Real Estate & Rent
"Panera Bread Broccoli Cheddar Soup Mac and Cheese Bowl Receipt #20519",Food & Dining
"Geico Insurance Monthly Vehicle Policy Renewal Auto Vehicle Insurance Premium Comprehensive Collision Coverage #INV-24562",Insurance & Financial Fees
"Google Ads Search Network Campaign Clicks YouTube Video Ad Impressions Display Network Banner Advertising Ref#54789",Marketing & Advertising
"Walgreens Tylenol Extra Strength Acetaminophen Omron Upper Arm Blood Pressure Monitor Txn ID: 60275",Healthcare & Pharmacy
"Safeway Supermarket Fresh Strawberries 1lb Package Boneless Skinless Chicken Breast Signature Select Wheat Bread Txn ID: 28515",Groceries & Supermarkets
"National Car Rental Emerald Club Selection Fullsize SUV Rental Loss Damage Protection Total: $98354.00",Travel & Transport
"Harvard Business Review Case Study PDF Download License HBR Digital Subscription Annual Qty: 33537",Education & Subscriptions
"EY Ernst & Young Enterprise Risk Management Consulting M&A Due Diligence Advisory Global Tax Advisory Retainer Qty: 51355",Professional & Legal Services
"HubSpot Sales CRM Enterprise Subscription Marketing Hub Professional Tier Qty: 19767",Marketing & Advertising
"Allstate Insurance Commercial Liability Insurance Policy Property Casualty Insurance Premium Txn ID: 19553",Insurance & Financial Fees
"AutoZone Duralast 12V Automotive Battery Total: $83416.00",Maintenance & Repairs
"Staples Bic Ballpoint Pens 60 Pack Mesh Ergonomic Office Chair Multipurpose Copy Paper 20lb Total: $5910.00",Office Supplies & Equipment
"JPMorgan Chase Bank Commercial Overdraft Protection Charge Wire Transfer International Fee Store #47881",Insurance & Financial Fees
"City Medical Clinic Diagnostic X-Ray Examination Chest Annual Physical Wellness Examination Txn ID: 31729",Healthcare & Pharmacy
"Geico Insurance Auto Vehicle Insurance Premium Comprehensive Collision Coverage Monthly Vehicle Policy Renewal Receipt #66083",Insurance & Financial Fees
"LinkedIn Ads Sponsored Content B2B Campaign InMail Sponsored Messaging Ref#98912",Marketing & Advertising
"Starbucks Iced Caramel Macchiato #INV-59475",Food & Dining
"Panda Express Fried Rice Egg Roll Orange Chicken Plate Total: $77440.00",Food & Dining
"Taco Bell Bean Burrito Crunchy Taco Supreme ₹71688,000",Food & Dining
"Udemy Python Data Science Masterclass Online Video Course Purchase AWS Solutions Architect Certification Course #INV-19331",Education & Subscriptions
"PwC PricewaterhouseCoopers Transaction Tax Structuring Services Order #79483",Professional & Legal Services
"Enterprise Rent-A-Car Damage Waiver Insurance Receipt #73491",Travel & Transport
"CenturyLink Lumen Business Broadband DSL Service Dedicated Fiber Internet Line SIP Trunking Voice Channel ₹67056,000",Telecommunications & Internet
"Deloitte Financial Audit Accounting Services Ref#50156",Professional & Legal Services
"Sears Auto Center Transmission Fluid Service Flush Wheel Alignment 4-Wheel Precision A/C Recharge System Refrigerant Total: $96010.00",Maintenance & Repairs
"Lowes Husky Heavy Duty Workbench Order #66895",Maintenance & Repairs
"Verizon Fios Digital Home Phone Line Receipt #47913",Telecommunications & Internet
"Rocket Lawyer Attorney On-Call Advice Consultation Ref#54685",Professional & Legal Services
"Lincoln Property Co Tenant Utility Submeter Charge Ref#45297",Real Estate & Rent
"Coursera Specialization Monthly Subscription Professional Certificate Course Fee Txn ID: 31621",Education & Subscriptions
"Mailchimp Automated Customer Journey Builder Standard Email Marketing Plan Transactional Email API Credits Qty: 42409",Marketing & Advertising
"Twitter X Ads Follower Growth Campaign Ads Trend Takeover Advertising Promoted Posts Engagement Campaign Txn ID: 42383",Marketing & Advertising
"City Medical Clinic Urgent Care Outpatient Visit Co-pay Diagnostic X-Ray Examination Chest Primary Care Physician Consultation Total: $99928.00",Healthcare & Pharmacy
"Mayo Clinic Cardiology Electrocardiogram ECG Test MRI Diagnostic Brain Imaging Scan #INV-48931",Healthcare & Pharmacy
"Dominos Pizza Garlic Parmesan Bites Thin Crust Veggie Supreme Qty: 31497",Food & Dining
"TikTok Ads In-Feed Video Ad Impressions Spark Ads Creator Promotion TopView Takeover Ad Campaign ₹93355,000",Marketing & Advertising
"EY Ernst & Young M&A Due Diligence Advisory Enterprise Risk Management Consulting Ref#74140",Professional & Legal Services
"Geico Insurance Auto Vehicle Insurance Premium Comprehensive Collision Coverage ₹20248,000",Insurance & Financial Fees
"CDW Cisco Catalyst Managed Switch 24 Port Samsung 1TB NVMe M.2 SSD Receipt #97774",Office Supplies & Equipment
"Delta Air Lines First Class Flight Seat Checked Baggage Fee Main Cabin Seat Upgrade Txn ID: 15086",Travel & Transport
"BP Oil Invigorate Gasoline Order #61137",Travel & Transport
"Deloitte Management Consulting Retainer Total: $81288.00",Professional & Legal Services
"PlayStation Network Digital Game Store Purchase In-Game Currency Addon Pack PS Plus Extra 12-Month Membership #INV-66537",Entertainment & Events
"Kaiser Permanente Doctor Visit Co-pay General Practice Prescription Copayment Specialty Meds Qty: 88789",Healthcare & Pharmacy
"Kroger Supermarket Shredded Cheddar Cheese 16oz Fresh Gala Apples 3lb Bag Private Selection Honey Ham Ref#3836",Groceries & Supermarkets
"Deloitte Financial Audit Accounting Services ₹31120,000",Professional & Legal Services
"LinkedIn Ads Text Ads Lead Gen Form Submissions #INV-70063",Marketing & Advertising
"Target Sharpie Permanent Markers Fine Point Receipt #11312",Office Supplies & Equipment
"PlayStation Network In-Game Currency Addon Pack PS Plus Extra 12-Month Membership Digital Game Store Purchase Receipt #6770",Entertainment & Events
"Quest Diagnostics Routine Complete Blood Count CBC Test Thyroid Stimulating Hormone TSH Lab Lipid Panel Cholesterol Screening Store #19766",Healthcare & Pharmacy
"Kroger Supermarket Fresh Gala Apples 3lb Bag Cage Free Grade A Eggs Dozen Shredded Cheddar Cheese 16oz Order #47345",Groceries & Supermarkets
"McDonalds Big Mac Meal Spicy Chicken Sandwich Large French Fries Order #17118",Food & Dining
"Vercel Pro Team Deployment Hosting Web Analytics Plus Custom Domain SSL Certificate Total: $34226.00",Software & Cloud Services
"Southwest Airlines Anytime Roundtrip Flight Business Select Seat EarlyBird Check-in Addon Txn ID: 5185",Travel & Transport
"Kroger Supermarket Fresh Gala Apples 3lb Bag Store #91657",Groceries & Supermarkets
"Verizon Fios Gigabit Fiber Connection Internet LTE Mobile Hotspot Data Plan 5G Business Unlimited Smartphone Plan ₹69246,000",Utilities & Bills
"AT&T Fiber Wi-Fi Gateway Equipment Rental Fee Static IP Address Block Monthly Gigabit Fiber Internet Monthly Bill Total: $72286.00",Telecommunications & Internet
"Deloitte Corporate Tax Compliance Advisory Management Consulting Retainer Financial Audit Accounting Services Receipt #66011",Professional & Legal Services
"Safeway Supermarket Sparkling Water 12 Pack Cans Fresh Strawberries 1lb Package Store #32529",Groceries & Supermarkets
"Costco Wholesale Purified Drinking Water 40 Bottle Case Ref#38136",Groceries & Supermarkets
"Trader Joes Organic Baby Spinach Salad Dark Chocolate Peanut Butter Cups Qty: 82977",Groceries & Supermarkets
"EY Ernst & Young Enterprise Risk Management Consulting M&A Due Diligence Advisory Global Tax Advisory Retainer Receipt #54700",Professional & Legal Services
"Bank of America International Transaction Fee Merchant Processing Monthly Service Fee Total: $46900.00",Insurance & Financial Fees
"Sears Auto Center A/C Recharge System Refrigerant Wheel Alignment 4-Wheel Precision Total: $76321.00",Maintenance & Repairs
"Lincoln Property Co Building Maintenance Fee Txn ID: 6771",Real Estate & Rent
"Bank of America Merchant Processing Monthly Service Fee #INV-3673",Insurance & Financial Fees
"Comcast Xfinity Voice Edge VoIP Business Phone Service Txn ID: 89738",Utilities & Bills
"Greystar Real Estate Community Amenity Maintenance Fee Pet Rent Monthly Fee Monthly Apartment Rent Payment Ref#37055",Real Estate & Rent
"Meta Facebook Ads Meta Pixel Retargeting Ads Audience Network Conversions Receipt #94275",Marketing & Advertising
"Bank of America Merchant Processing Monthly Service Fee International Transaction Fee Total: $38484.00",Insurance & Financial Fees
"Greystar Real Estate Pet Rent Monthly Fee Monthly Apartment Rent Payment Ref#20440",Real Estate & Rent
"CenturyLink Lumen SIP Trunking Voice Channel Receipt #41062",Telecommunications & Internet
"LinkedIn Learning Monthly Unlimited Learning Access Enterprise Skill Training Subscription Total: $84093.00",Education & Subscriptions
"Panda Express Fried Rice Egg Roll Beijing Beef Chow Mein Order #59924",Food & Dining
"Walmart Dry Erase Markers Assorted Mechanical Pencils 0.7mm 24 Pack Glue Sticks School Pack Receipt #18483",Office Supplies & Equipment
"Spectrum Business Internet Ultra 600Mbps Connection Commercial Cable TV Broadcast Channel Receipt #87708",Utilities & Bills
